ortho	freql
resserra	1.01
resserrage	0.0
resserraient	0.34
resserrait	1.82
resserrant	0.61
resserre	0.88
resserre	1.69
resserrement	1.15
resserrent	0.95
resserrer	2.23
resserrera	0.07
resserrerai	0.14
resserrerait	0.07
resserres	0.2
resserres	0.0
resserrez	0.0
resserrions	0.07
resserrons	0.07
resserrèrent	0.2
resserré	0.95
resserré	0.61
resserrée	0.34
resserrée	0.41
resserrées	0.41
resserrées	0.14
resserrés	0.14
resserrés	0.54
ressers	0.27
ressert	0.27
resservais	0.0
resservait	0.47
resservez	0.0
resservi	0.68
resservir	0.81
resservirai	0.0
resservirais	0.0
resservirait	0.14
resservis	0.07
resservit	0.34
ressors	0.81
ressort	13.65
ressort	3.65
ressortaient	1.35
ressortais	0.2
ressortait	4.19
ressortant	0.95
ressorte	0.2
ressortent	1.22
ressortes	0.0
ressortez	0.2
ressorti	2.84
ressortie	1.22
ressorties	0.14
ressortions	0.2
ressortir	7.91
ressortira	0.41
ressortirai	0.0
ressortiraient	0.07
ressortirais	0.07
ressortirait	0.14
ressortiras	0.14
ressortirent	0.54
ressortirez	0.0
ressortiront	0.07
ressortis	1.01
ressortissant	0.47
ressortissante	0.14
ressortissants	0.88
ressortit	4.05
ressortons	0.0
ressorts	6.89
ressortîmes	0.14
ressoudant	0.07
ressoude	0.07
ressouder	0.41
ressoudé	0.27
ressoudée	0.14
ressoudés	0.07
ressource	5.95
ressourcement	0.07
ressourcer	0.27
ressources	16.55
ressourcé	0.07
ressourçais	0.07
ressourçait	0.07
ressouvenait	0.14
ressouvenant	0.07
ressouvenir	0.47
ressouvenue	0.07
ressouviens	0.07
ressouvint	0.07
ressui	0.07
ressuiement	0.07
ressurgi	0.34
ressurgie	0.14
ressurgir	0.41
ressurgirait	0.07
ressurgirent	0.07
ressurgiront	0.0
ressurgissait	0.14
ressurgissant	0.2
ressurgissent	0.0
ressurgit	0.2
ressuscita	0.27
ressuscitai	0.14
ressuscitaient	0.95
ressuscitais	0.2
ressuscitait	1.35
ressuscitant	0.68
ressuscite	1.42
ressuscitent	1.08
ressusciter	4.8
ressuscitera	0.27
ressusciterai	0.07
ressusciteraient	0.2
ressusciterait	0.47
ressusciteras	0.07
ressusciterez	0.07
ressusciterons	0.14
ressusciteront	0.14
ressuscites	0.07
ressuscitez	0.0
ressuscitons	0.0
ressuscitât	0.07
ressuscité	3.72
ressuscitée	0.81
ressuscitées	0.2
ressuscités	0.74
ressuyé	0.2
ressuyée	0.14
ressué	0.07
resta	52.7
restai	13.92
restaient	32.23
restais	13.58
restait	152.64
restant	1.28
restant	5.41
restant	9.12
restante	1.35
restantes	0.47
restants	0.14
restants	0.27
restassent	0.27
restau	2.09
restaura	0.07
restaurait	0.34
restaurant	38.85
restaurant	0.95
restaurants	10.14
restaurateur	1.62
restaurateurs	0.61
restauration	5.07
restaurations	0.2
restauratrice	0.34
restaure	0.41
restaurent	0.14
restaurer	4.32
restaurera	0.0
restaurerai	0.0
restaureraient	0.07
restaurerait	0.07
restaurez	0.0
restaurons	0.0
restauroute	0.41
restauré	1.49
restaurée	0.81
restaurées	0.47
restaurés	0.14
restaus	0.41
reste	152.91
reste	153.99
restent	25.2
restent	0.0
rester	123.78
restera	15.68
resterai	3.85
resteraient	3.04
resterais	2.5
resterait	12.09
resteras	1.82
resterez	1.35
resteriez	0.2
resterions	0.61
resterons	1.49
resteront	2.23
restes	15.68
restes	6.28
restez	10.81
restiez	1.01
restions	4.86
restituaient	0.14
restituait	1.49
restituant	0.61
restitue	1.55
restituent	0.27
restituer	2.84
restituera	0.14
restituerai	0.0
restituerait	0.2
restituerons	0.07
restituez	0.0
restituiez	0.07
restitution	0.88
restitué	0.81
restituée	0.61
restituées	0.27
restitués	0.34
resto	1.42
restons	6.82
restoroute	0.14
restos	0.2
restreignait	0.07
restreignant	0.07
restreignent	0.07
restreignez	0.0
restreignit	0.07
restreindre	0.41
restreins	0.0
restreint	0.68
restreint	2.91
restreinte	0.41
restreinte	1.42
restreintes	0.14
restreintes	0.34
restreints	0.41
restreints	0.74
restrictif	0.07
restriction	2.36
restrictions	4.32
restrictive	0.07
restrictives	0.07
restructurant	0.0
restructuration	0.2
restructurations	0.07
restructurer	0.0
restructureront	0.0
restructurons	0.07
restructuré	0.0
restructurée	0.0
restâmes	3.04
restât	4.19
restèrent	14.19
resté	62.09
restée	31.08
restées	6.01
restés	21.08
resucée	0.14
resurgi	0.2
resurgies	0.14
resurgir	1.42
resurgira	0.07
resurgirai	0.0
resurgirait	0.07
resurgirent	0.07
resurgiront	0.07
resurgis	0.07
resurgissaient	0.2
resurgissait	0.41
resurgissant	0.14
resurgisse	0.07
resurgissent	0.34
resurgit	0.61
resurgît	0.07
retable	0.81
retables	0.34
retaillaient	0.07
retaillait	0.07
retaille	0.14
retailler	0.27
retaillé	0.27
retaillée	0.07
retaillées	0.07
retaillés	0.07
retapa	0.14
retapaient	0.07
retapait	0.14
retapant	0.14
retape	0.41
retape	0.47
retapent	0.07
retaper	1.28
retaperait	0.07
retapeur	0.0
retapez	0.0
retapissant	0.07
retapisse	0.95
retapissent	0.27
retapisser	0.88
retapisserait	0.07
retapisses	0.07
retapissé	0.61
retapissée	0.34
retapissées	0.07
retapé	1.01
retapée	0.47
retapées	0.14
retapés	0.07
retard	43.45
retarda	0.47
retardaient	0.54
retardais	0.27
retardait	1.08
retardant	0.88
retardataire	0.47
retardataire	0.14
retardataires	0.2
retardataires	0.88
retardateur	0.0
retarde	1.55
retardement	2.03
retardent	0.47
retarder	4.46
retardera	0.0
retarderai	0.14
retarderaient	0.07
retarderait	0.41
retarderez	0.0
retarderiez	0.0
retardes	0.14
retardez	0.2
retardions	0.07
retardons	0.14
retards	3.18
retardât	0.07
retardèrent	0.07
retardé	2.36
retardé	0.41
retardé	0.2
retardée	1.01
retardée	0.34
retardée	0.07
retardées	0.07
retardées	0.14
retardées	0.0
retardés	0.07
retardés	0.0
retardés	0.0
reteindre	0.07
reteints	0.14
retenaient	4.66
retenais	2.23
retenait	15.34
retenant	8.78
retendait	0.2
retendre	0.2
retends	0.07
retendu	0.07
retendues	0.07
retenez	0.88
reteniez	0.07
retenions	0.34
retenir	38.65
retenons	0.14
retente	0.0
retenter	0.0
retentes	0.0
retenti	2.16
retentir	3.58
retentira	0.2
retentirait	0.34
retentirent	1.62
retentiront	0.07
retentissaient	1.76
retentissait	2.43
retentissant	0.81
retentissant	1.01
retentissante	0.68
retentissantes	0.2
retentissants	0.61
retentisse	0.14
retentissement	1.55
retentissent	1.22
retentit	11.01
retenu	21.22
retenu	2.5
retenue	5.54
retenue	3.24
retenue	7.64
retenues	1.55
retenues	0.81
retenues	0.41
retenus	4.12
retenus	1.08
retiendra	0.54
retiendrai	0.54
retiendraient	0.2
retiendrais	0.14
retiendrait	1.08
retiendras	0.0
retiendrez	0.0
retiendrions	0.07
retiendrons	0.07
retiendront	0.07
retienne	0.61
retiennent	3.58
retiennes	0.0
retiens	5.88
retient	13.11
retinrent	1.01
retins	1.82
retint	11.22
retira	15.81
retirable	0.0
retirai	1.76
retiraient	1.69
retirais	0.68
retirait	7.16
retirant	3.58
retire	14.8
retirement	0.0
retirent	1.42
retirer	21.96
retirera	0.68
retirerai	0.54
retireraient	0.34
retirerais	0.07
retirerait	0.61
retireras	0.07
retirerez	0.0
retireriez	0.07
retirerions	0.07
retirerons	0.07
retireront	0.14
retires	0.27
retirez	0.95
retiriez	0.07
retirions	0.27
retiro	0.07
retirons	0.14
retirâmes	0.07
retirât	0.2
retirèrent	1.55
retiré	15.07
retiré	0.81
retirée	4.73
retirée	0.88
retirées	0.74
retirées	0.34
retirés	2.77
retirés	0.41
retissaient	0.07
retissait	0.07
retisser	0.2
retomba	7.23
retombai	0.27
retombaient	3.45
retombais	0.68
retombait	6.35
retombant	0.34
retombant	2.84
retombante	0.14
retombantes	0.14
retombe	0.07
retombe	9.32
retombement	0.14
retombent	2.7
retomber	15.95
retombera	0.68
retomberai	0.0
retomberaient	0.27
retomberais	0.07
retomberait	0.47
retomberas	0.07
retomberez	0.0
retomberont	0.07
retombes	0.14
retombez	0.07
retombions	0.27
retombons	0.41
retombâmes	0.14
retombât	0.14
retombèrent	0.81
retombé	3.65
retombée	1.96
retombée	1.15
retombée	1.35
retombées	0.27
retombées	0.07
retombées	1.01
retombés	0.34
retordre	0.61
retors	1.28
retorse	0.41
retorses	0.0
retoucha	0.14
retouchai	0.14
retouchait	0.2
retouchant	0.14
retouche	0.74
retouche	0.07
retouchent	0.07
retoucher	0.54
retouchera	0.0
retoucherais	0.07
retoucherait	0.14
retouches	1.55
retouches	0.0
retoucheur	0.0
retouchez	0.0
retouché	0.2
retouchée	0.14
retouchées	0.07
retouchés	0.2
retour	153.31
retourna	61.62
retournai	6.55
retournaient	4.8
retournais	3.85
retournait	18.51
retournant	16.89
retourne	1.55
retourne	50.54
retournement	2.3
retournements	0.61
retournent	5.0
retourner	57.16
retournera	1.08
retournerai	1.89
retourneraient	0.68
retournerais	1.01
retournerait	1.96
retourneras	0.2
retournerez	0.34
retourneriez	0.0
retournerions	0.14
retournerons	0.68
retourneront	0.41
retournes	0.0
retournes	1.42
retournez	2.36
retourniez	0.2
retournions	0.95
retournons	1.22
retournâmes	0.81
retournât	0.54
retournèrent	4.39
retourné	26.69
retourné	0.95
retournée	11.82
retournées	1.89
retournés	5.27
retournés	0.14
retours	5.34
retrace	0.2
retracent	0.14
retracer	1.55
retracera	0.07
retracerais	0.07
retracerait	0.07
retraceront	0.0
retracez	0.0
retracions	0.07
retracé	0.14
retracée	0.07
retraduction	0.0
retraduit	0.14
retraire	0.0
retrait	0.07
retrait	13.04
retraitait	0.14
retraite	38.78
retraitement	0.07
retraites	1.35
retraitions	0.07
retraits	0.0
retraits	0.68
retraité	0.34
retraité	0.61
retraité	3.31
retraitée	0.0
retraitée	0.14
retraitée	0.14
retraitées	0.0
retraitées	0.07
retraitées	0.07
retraités	0.07
retraités	0.27
retraités	2.43
retranchai	0.07
retranchaient	0.14
retranchait	0.68
retranchant	0.14
retranche	0.47
retranchement	0.41
retranchements	1.28
retranchent	0.34
retrancher	1.01
retranchera	0.07
retranchez	0.07
retranchions	0.07
retranché	2.23
retranchée	1.08
retranchées	0.14
retranchés	1.15
retranscription	0.0
retranscrire	0.07
retranscris	0.14
retranscrit	0.07
retranscrits	0.07
retransforme	0.07
retransformer	0.0
retransformera	0.0
retransférer	0.0
retransmet	0.07
retransmettait	0.0
retransmettant	0.0
retransmettez	0.0
retransmettra	0.0
retransmettre	0.0
retransmettrons	0.0
retransmis	0.34
retransmise	0.27
retransmission	0.34
retransmissions	0.14
retransmit	0.07
retravaillait	0.0
retravaille	0.0
retravaillent	0.0
retravailler	0.14
retravaillera	0.0
retravaillerai	0.0
retravaillerait	0.0
retravaillerez	0.0
retravailles	0.0
retravaillez	0.0
retravaillé	0.07
retravaillée	0.0
retraversa	0.41
retraversai	0.2
retraversaient	0.07
retraversais	0.07
retraversait	0.07
retraversant	0.27
retraverse	0.27
retraversent	0.07
retraverser	0.81
retraverserait	0.07
retraversions	0.07
retraversons	0.2
retraversé	0.27
retraversée	0.2
retraçaient	0.2
retraçais	0.07
retraçait	0.68
retraçant	0.27
retreinte	0.0
retrempai	0.07
retrempaient	0.14
retrempait	0.07
retremper	0.54
retrempé	0.14
retriever	0.0
retroussa	0.54
retroussage	0.07
retroussaient	0.2
retroussais	0.07
retroussait	1.28
retroussant	1.55
retrousse	1.28
retroussent	0.27
retrousser	0.95
retroussette	0.27
retroussez	0.0
retroussis	0.41
retroussé	1.49
retroussé	1.89
retroussée	0.95
retroussée	1.08
retroussées	0.68
retroussées	3.11
retroussés	0.2
retroussés	0.41
retrouva	28.24
retrouvai	13.85
retrouvaient	9.05
retrouvaille	0.47
retrouvailles	6.35
retrouvais	12.77
retrouvait	31.01
retrouvant	9.86
retrouvas	0.07
retrouve	47.57
retrouvent	7.23
retrouver	125.2
retrouvera	5.07
retrouverai	3.04
retrouveraient	2.43
retrouverais	3.11
retrouverait	6.62
retrouveras	0.95
retrouverez	0.95
retrouveriez	0.27
retrouverions	0.81
retrouverons	2.3
retrouveront	1.42
retrouves	1.28
retrouvez	0.81
retrouviez	0.34
retrouvions	5.41
retrouvons	3.85
retrouvâmes	2.16
retrouvât	0.68
retrouvèrent	6.42
retrouvé	55.0
retrouvée	15.2
retrouvées	2.64
retrouvés	10.61
rets	0.27
retsina	0.0
retuber	0.0
retuer	0.0
retâté	0.07
retéléphone	0.07
retéléphoner	0.0
retînmes	0.14
retînt	0.34
reubeu	0.47
reubeus	0.14
revalidation	0.0
revalider	0.0
revaloir	0.07
revalorisait	0.14
revalorisation	0.14
revalorisent	0.07
revaloriser	0.0
revalorisé	0.14
revancha	0.07
revanchaient	0.07
revanchard	0.14
revanchard	0.0
revancharde	0.07
revancharde	0.0
revanchardes	0.14
revanchards	0.27
revanche	41.01
revanchent	0.07
revancher	0.14
revanches	0.61
revaudra	0.07
revaudrai	0.54
revaudraient	0.0
revaudrais	0.0
revaudrait	0.07
revaudras	0.0
revenaient	17.64
revenais	8.24
revenait	56.76
revenant	1.42
revenant	2.43
revenant	17.23
revenante	0.27
revenants	0.0
revenants	1.55
revend	0.14
revendable	0.07
revendaient	0.34
revendais	0.0
revendait	0.54
revendant	0.07
revendent	0.34
revendes	0.07
revendeur	0.47
revendeurs	0.34
revendeuse	0.07
revendez	0.0
revendicateur	0.07
revendicateurs	0.07
revendicatif	0.07
revendicatifs	0.07
revendication	1.42
revendications	2.36
revendicative	0.07
revendicatives	0.07
revendicatrice	0.14
revendicatrices	0.07
revendiqua	0.07
revendiquai	0.07
revendiquaient	0.34
revendiquais	0.2
revendiquait	0.61
revendiquant	0.47
revendique	0.74
revendiquent	0.34
revendiquer	1.42
revendiquera	0.07
revendiquerais	0.0
revendiquerait	0.07
revendiquez	0.14
revendiquons	0.14
revendiquât	0.07
revendiqué	0.27
revendiquée	0.07
revendis	0.07
revendit	0.47
revendra	0.0
revendrai	0.14
revendraient	0.07
revendrais	0.0
revendrait	0.14
revendre	2.91
revendrons	0.0
revendront	0.0
revends	0.27
revendu	0.95
revendue	0.14
revendues	0.0
revendus	0.27
revenez	6.49
reveniez	0.54
revenions	2.03
revenir	76.28
revenons	4.59
revente	0.2
reventes	0.14
revenu	42.43
revenu	5.2
revenu	2.23
revenue	19.32
revenue	2.57
revenues	2.03
revenues	0.2
revenus	9.46
revenus	1.15
revenus	4.12
reverdi	0.2
reverdie	0.2
reverdies	0.14
reverdir	0.2
reverdiront	0.07
reverdissaient	0.14
reverdit	0.14
reverni	0.0
revernie	0.07
revernir	0.0
reverra	3.24
reverrai	4.05
reverraient	0.88
reverrais	1.76
reverrait	3.38
reverras	0.95
reverrez	0.47
reverrions	0.27
reverrons	2.77
reverront	0.74
revers	25.0
reversa	0.27
reversaient	0.0
reversait	0.07
reversant	0.07
reverse	0.34
reverser	0.14
reverserait	0.07
reversez	0.0
reversé	0.27
reveuille	0.07
reveulent	0.07
reveux	0.07
revida	0.07
revidèrent	0.07
reviendra	11.62
reviendrai	8.65
reviendraient	1.96
reviendrais	1.76
reviendrait	11.76
reviendras	2.09
reviendrez	2.64
reviendriez	0.34
reviendrions	0.27
reviendrons	1.82
reviendront	3.45
revienne	7.57
reviennent	14.86
reviennes	0.95
reviens	22.36
revient	51.49
revient	5.07
revigoraient	0.07
revigorant	0.2
revigorant	0.14
revigorante	0.41
revigorantes	0.14
revigore	0.07
revigorent	0.07
revigorer	0.07
revigoré	0.07
revigorée	0.07
revigorées	0.0
revinrent	7.64
revins	4.12
revinssent	0.07
revint	70.41
revirement	1.35
revirements	0.27
revirent	0.34
revirent	0.34
revirer	0.0
revis	4.86
revisita	0.07
revisite	0.0
revisitent	0.07
revisiter	0.14
revisité	0.14
revisitée	0.14
revissa	0.07
revisse	0.07
revisser	0.07
revissé	0.0
revissées	0.07
revit	1.01
revit	10.74
revitalisant	0.0
revitalisation	0.07
revitalise	0.0
revitaliser	0.0
revitalisera	0.0
revivaient	0.47
revivais	0.47
revivait	2.23
revival	0.0
revivant	0.95
revive	0.07
revivent	0.34
revivez	0.0
revivifiant	0.0
revivifie	0.07
revivifier	0.0
revivifié	0.07
revivifiée	0.07
revivifiées	0.07
revivions	0.07
reviviscence	0.07
revivons	0.0
revivra	0.2
revivrai	0.14
revivraient	0.14
revivrais	0.0
revivrait	0.34
revivras	0.0
revivre	8.45
revivrez	0.0
revivrons	0.07
revoici	1.62
revoie	2.16
revoient	0.41
revoies	0.0
revoilà	3.04
revoir	36.01
revoir	43.85
revois	17.77
revoit	5.81
revolait	0.07
revole	0.07
revolent	0.07
revoler	0.0
revolera	0.0
revolver	23.31
revolvers	1.89
revolé	0.0
revomir	0.0
revomissant	0.07
revoter	0.0
revoulait	0.14
revoulez	0.0
revouloir	0.07
revoyaient	0.34
revoyais	4.73
revoyait	9.73
revoyant	1.82
revoyez	0.14
revoyiez	0.0
revoyions	0.14
revoyons	0.41
revoyure	0.47
revu	14.8
revu	0.68
revue	3.58
revue	0.34
revue	25.14
revues	0.68
revues	0.41
revues	8.78
revuistes	0.0
revus	3.31
revus	0.07
revécu	0.27
revécue	0.07
revécues	0.07
revécurent	0.07
revécut	0.41
revérifier	0.0
revérifié	0.07
revêche	1.35
revêches	0.41
revêt	2.09
revêtaient	0.68
revêtais	0.2
revêtait	2.97
revêtant	0.88
revêtement	0.68
revêtements	0.07
revêtent	0.61
revêtez	0.07
revêtir	3.11
revêtira	0.14
revêtirait	0.41
revêtirent	0.14
revêtiront	0.07
revêtis	0.2
revêtit	1.15
revêts	0.07
revêtu	8.45
revêtu	0.14
revêtue	2.36
revêtue	0.2
revêtues	0.41
revêtues	0.14
revêtus	2.03
revêtus	0.27
revêtît	0.07
revîmes	0.2
revînt	1.69
rewrité	0.07
rex	1.28
rexiste	0.0
rexistes	0.07
rez	0.34
rez-de-chaussée	16.96
rez-de-jardin	0.0
rezzou	0.07
rezzous	0.14
reçois	7.43
reçoit	14.19
reçoive	1.55
reçoivent	4.19
reçoives	0.0
reçu	56.15
reçu	2.16
reçu	2.77
reçue	7.03
reçue	1.62
reçues	3.18
reçues	2.16
reçurent	2.64
reçus	10.88
reçus	1.76
reçus	0.2
reçut	21.82
reçûmes	0.54
reçût	0.54
reître	0.68
reîtres	0.95
rhabilla	0.95
rhabillage	0.0
rhabillaient	0.14
rhabillais	0.0
rhabillait	0.2
rhabillant	0.68
rhabille	1.42
rhabillent	0.2
rhabiller	3.45
rhabilles	0.14
rhabilleur	0.07
rhabillez	0.14
rhabilliez	0.0
rhabillons	0.0
rhabillèrent	0.2
rhabillé	0.68
rhabillée	0.74
rhabillées	0.07
rhabillés	0.54
rhapsodie	0.34
rhapsodies	0.07
rhingraves	0.07
rhinite	0.07
rhinites	0.07
rhino	0.54
rhinocéros	2.5
rhinoplastie	0.0
rhinos	0.07
rhinoscopie	0.0
rhizome	0.0
rhizopus	0.0
rho	0.0
rhodamine	0.0
rhodanien	0.14
rhodia	0.07
rhodium	0.0
rhodo	0.07
rhododendron	0.07
rhododendrons	0.74
rhodoïd	0.14
rhombe	0.07
rhomboïdal	0.14
rhomboïdes	0.07
rhovyl	0.07
rhubarbe	6.49
rhubarbes	0.07
rhum	12.7
rhumatisant	0.34
rhumatisante	0.07
rhumatisants	0.2
rhumatismal	0.07
rhumatismale	0.07
rhumatismales	0.07
rhumatisme	0.95
rhumatismes	2.84
rhumatologie	0.0
rhumatologue	0.0
rhumatoïde	0.0
rhumbs	0.14
rhume	4.93
rhumerie	0.14
rhumes	0.68
rhynchites	0.07
rhyolite	0.0
rhythm and blues	0.0
rhythm'n'blues	0.0
rhénan	0.2
rhénane	0.41
rhénans	1.08
rhéostat	0.34
rhésus	0.14
rhéteur	0.2
rhéteurs	0.27
rhétoricien	0.0
rhétorique	0.27
rhétorique	2.03
rhétoriques	0.2
rhétoriques	0.0
rhô	0.0
ri	0.41
ri	15.0
ria	0.0
riaient	12.7
riais	3.85
riait	37.97
rial	0.0
rials	0.0
riant	1.35
riant	41.96
riante	1.01
riantes	0.34
riants	0.34
ribambelle	1.82
ribambelles	0.54
ribaud	0.07
ribaude	0.14
ribaudes	0.14
ribauds	0.41
ribes	0.0
rible	0.07
ribleur	0.07
riboflavine	0.0
ribosomes	0.0
ribot	0.07
ribote	0.14
riboter	0.07
riboteur	0.0
ribouis	0.2
riboulait	0.07
riboulant	0.14
riboulants	0.07
ribouldingue	0.41
ribouler	0.07
ric et rac	0.61
ric-rac	0.47
ric-à-rac	0.2
ricain	0.41
ricain	0.14
ricaine	0.0
ricaines	0.0
ricaines	0.07
ricains	0.0
ricains	0.88
ricana	7.5
ricanai	0.14
ricanaient	0.68
ricanais	0.61
ricanait	3.85
ricanant	0.61
ricanant	4.12
ricanante	0.54
ricanantes	0.47
ricanants	0.27
ricane	5.34
ricanement	6.96
ricanements	3.18
ricanent	0.81
ricaner	4.59
ricaneraient	0.07
ricaneront	0.0
ricanes	0.2
ricaneur	0.2
ricaneur	0.14
ricaneurs	0.34
ricaneurs	0.14
ricaneuse	0.14
ricanions	0.14
ricanèrent	0.47
ricané	2.09
ricassant	0.07
ricasser	0.07
richard	0.2
richard	0.27
richarde	0.0
richards	0.61
richards	0.81
riche	42.57
riche	4.66
richelieu	0.0
richelieus	0.14
richement	1.76
riches	22.91
riches	11.89
richesse	14.66
richesses	7.5
richissime	0.74
richissime	0.14
richissimes	0.34
richissimes	0.07
richomme	0.74
ricin	0.47
ricocha	0.27
ricochaient	0.14
ricochait	0.14
ricochant	0.41
ricoche	0.14
ricochent	0.41
ricocher	0.54
ricochet	0.74
ricochets	1.35
ricoché	0.14
ricotta	0.0
rictus	6.35
rida	0.34
ridaient	0.07
ridait	0.41
ridant	0.14
ride	3.51
ride	0.14
rideau	43.65
rideaux	37.97
ridelle	0.81
ridelles	2.09
rident	0.0
rider	0.47
rides	20.74
rides	0.0
ridicule	36.49
ridicule	10.07
ridiculement	2.57
ridicules	9.05
ridicules	1.49
ridiculisa	0.07
ridiculisaient	0.2
ridiculisais	0.14
ridiculisait	0.34
ridiculisant	0.34
ridiculisation	0.0
ridiculise	0.34
ridiculisent	0.14
ridiculiser	1.69
ridiculisera	0.07
ridiculiserai	0.0
ridiculiserais	0.0
ridiculiserait	0.07
ridiculiseras	0.0
ridiculises	0.07
ridiculisez	0.0
ridiculisiez	0.0
ridiculisé	0.61
ridiculisée	0.07
ridiculisées	0.07
ridiculisés	0.14
ridiculités	0.0
ridule	0.0
ridules	0.07
ridé	0.95
ridé	2.77
ridée	1.01
ridée	2.16
ridées	0.47
ridées	1.49
ridés	0.0
ridés	0.74
rie	0.81
riel	0.0
rien	20.81
rien	1522.91
riens	3.38
rient	5.54
ries	0.2
riesling	0.2
rieur	2.84
rieur	1.42
rieurs	2.09
rieurs	0.74
rieuse	0.07
rieuse	3.24
rieuses	0.88
riez	3.04
rif	1.42
rifain	0.0
rifains	0.0
riff	0.2
riffaude	0.07
riffauder	0.07
riffaudé	0.07
riffs	0.07
rififi	0.47
riflard	0.41
rifle	0.74
rifles	0.0
riflette	0.61
rift	0.2
rigaudon	0.0
rigaudons	0.07
rigide	6.42
rigidement	0.14
rigides	3.51
rigidifier	0.0
rigidité	1.82
rigidités	0.07
rigodon	0.61
rigola	1.42
rigolade	8.38
rigolades	0.81
rigolage	0.07
rigolaient	0.74
rigolais	0.47
rigolait	3.11
rigolant	2.64
rigolard	1.69
rigolard	0.27
rigolarde	0.41
rigolarde	0.0
rigolardes	0.2
rigolards	0.41
rigolards	0.07
rigole	2.7
rigole	6.42
rigolent	0.95
rigoler	9.8
rigolera	0.54
rigolerai	0.0
rigoleraient	0.07
rigolerais	0.07
rigolerait	0.27
